date,game,player,team,position,mlb_id,prop,line,opposing_pitcher,pitcher,pitcher_hand,lineup_spot,starter_confirmed,hr_probability,probability,rating,edge,barrel_rate,hard_hit_rate,fly_ball_rate,iso,slg,pull_rate,pitcher_hr9,pitcher_barrel_allowed,park,park_factor,weather_boost,weather,wind_direction,wind_speed,temperature,confidence_score,risk,reason
2026-04-27,Miami Marlins @ Los Angeles Dodgers,Dalton Rushing,Los Angeles Dodgers,C,687221,Home Runs,0.5,Chris Paddack,Chris Paddack,Unknown,3,Projected,12.21,12.21,86.9,14.76,22.0,62.0,54.8,0.589,0.974,51.2,1.88,Neutral,UNIQLO Field at Dodger Stadium,Neutral,Neutral,Neutral,Unknown,5,72,88.7,LOW,"HR model score 88.7/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 3. Opposing pitcher HR/9 1.88. Park factor Neutral at UNIQLO Field at Dodger Stadium. Weather Neutral."
2026-04-27,Miami Marlins @ Los Angeles Dodgers,Max Muncy,Los Angeles Dodgers,3B,571970,Home Runs,0.5,Chris Paddack,Chris Paddack,Unknown,4,Projected,12.21,12.21,86.9,14.76,22.0,62.0,54.8,0.333,0.633,51.2,1.88,Neutral,UNIQLO Field at Dodger Stadium,Neutral,Neutral,Neutral,Unknown,5,72,88.7,LOW,"HR model score 88.7/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 4. Opposing pitcher HR/9 1.88. Park factor Neutral at UNIQLO Field at Dodger Stadium. Weather Neutral."
2026-04-27,Miami Marlins @ Los Angeles Dodgers,Andy Pages,Los Angeles Dodgers,CF,681624,Home Runs,0.5,Chris Paddack,Chris Paddack,Unknown,2,Projected,12.21,12.21,86.9,14.76,22.0,62.0,54.8,0.217,0.554,51.2,1.88,Neutral,UNIQLO Field at Dodger Stadium,Neutral,Neutral,Neutral,Unknown,5,72,88.7,LOW,"HR model score 88.7/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 2. Opposing pitcher HR/9 1.88. Park factor Neutral at UNIQLO Field at Dodger Stadium. Weather Neutral."
2026-04-27,Los Angeles Angels @ Chicago White Sox,Mike Trout,Los Angeles Angels,RF,545361,Home Runs,0.5,Anthony Kay,Anthony Kay,Unknown,2,Projected,11.98,11.98,86.2,14.26,22.0,62.0,54.8,0.32,0.557,51.2,1.71,Neutral,Rate Field,Neutral,Neutral,Neutral,Unknown,5,72,87.8,LOW,"HR model score 87.8/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 2. Opposing pitcher HR/9 1.71. Park factor Neutral at Rate Field. Weather Neutral."
2026-04-27,Miami Marlins @ Los Angeles Dodgers,Shohei Ohtani,Los Angeles Dodgers,TWP,660271,Home Runs,0.5,Chris Paddack,Chris Paddack,Unknown,5,Projected,11.5,11.5,84.7,13.2,21.1,62.0,53.6,0.223,0.485,50.3,1.88,Neutral,UNIQLO Field at Dodger Stadium,Neutral,Neutral,Neutral,Unknown,5,72,86.3,LOW,"HR model score 86.3/100. Power score 94.0 from HR, SLG, ISO and OPS. Projected lineup spot 5. Opposing pitcher HR/9 1.88. Park factor Neutral at UNIQLO Field at Dodger Stadium. Weather Neutral."
2026-04-27,Los Angeles Angels @ Chicago White Sox,Oswald Peraza,Los Angeles Angels,3B,672724,Home Runs,0.5,Anthony Kay,Anthony Kay,Unknown,3,Projected,11.57,11.57,84.9,13.35,20.6,62.0,53.0,0.216,0.5,49.9,1.71,Neutral,Rate Field,Neutral,Neutral,Neutral,Unknown,5,72,86.2,LOW,"HR model score 86.2/100. Power score 92.4 from HR, SLG, ISO and OPS. Projected lineup spot 3. Opposing pitcher HR/9 1.71. Park factor Neutral at Rate Field. Weather Neutral."
2026-04-27,Tampa Bay Rays @ Cleveland Guardians,Angel Martínez,Cleveland Guardians,CF,682657,Home Runs,0.5,Steven Matz,Steven Matz,Unknown,2,Projected,11.54,11.54,84.8,13.29,22.0,62.0,54.8,0.241,0.53,51.2,1.87,Neutral,Progressive Field,Neutral,Neutral,Neutral,Unknown,5,72,86.1,LOW,"HR model score 86.1/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 2. Opposing pitcher HR/9 1.87. Park factor Neutral at Progressive Field. Weather Neutral."
2026-04-27,Tampa Bay Rays @ Cleveland Guardians,Daniel Schneemann,Cleveland Guardians,2B,682177,Home Runs,0.5,Steven Matz,Steven Matz,Unknown,3,Projected,11.5,11.5,84.7,13.2,22.0,62.0,54.8,0.243,0.561,51.2,1.87,Neutral,Progressive Field,Neutral,Neutral,Neutral,Unknown,5,72,86.1,LOW,"HR model score 86.1/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 3. Opposing pitcher HR/9 1.87. Park factor Neutral at Progressive Field. Weather Neutral."
2026-04-27,New York Yankees @ Texas Rangers,Aaron Judge,New York Yankees,RF,592450,Home Runs,0.5,Jack Leiter,Jack Leiter,Unknown,2,Projected,11.44,11.44,84.5,13.07,22.0,62.0,54.8,0.33,0.56,51.2,1.08,Neutral,Globe Life Field,Slight Boost,Roof/Controlled,Roof/Controlled,Controlled,0,72,85.6,LOW,"HR model score 85.6/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 2. Opposing pitcher HR/9 1.08. Park factor Slight Boost at Globe Life Field. Weather Roof/Controlled."
2026-04-27,New York Yankees @ Texas Rangers,Amed Rosario,New York Yankees,3B,642708,Home Runs,0.5,Jack Leiter,Jack Leiter,Unknown,3,Projected,11.44,11.44,84.5,13.07,22.0,62.0,54.8,0.263,0.526,51.2,1.08,Neutral,Globe Life Field,Slight Boost,Roof/Controlled,Roof/Controlled,Controlled,0,72,85.6,LOW,"HR model score 85.6/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 3. Opposing pitcher HR/9 1.08. Park factor Slight Boost at Globe Life Field. Weather Roof/Controlled."
2026-04-27,New York Yankees @ Texas Rangers,Ben Rice,New York Yankees,1B,700250,Home Runs,0.5,Jack Leiter,Jack Leiter,Unknown,4,Projected,11.44,11.44,84.5,13.07,22.0,62.0,54.8,0.407,0.733,51.2,1.08,Neutral,Globe Life Field,Slight Boost,Roof/Controlled,Roof/Controlled,Controlled,0,72,85.6,LOW,"HR model score 85.6/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 4. Opposing pitcher HR/9 1.08. Park factor Slight Boost at Globe Life Field. Weather Roof/Controlled."
2026-04-27,St. Louis Cardinals @ Pittsburgh Pirates,Brandon Lowe,Pittsburgh Pirates,2B,664040,Home Runs,0.5,Dustin May,Dustin May,Unknown,2,Projected,11.15,11.15,83.6,12.43,22.0,62.0,54.8,0.28,0.527,51.2,1.12,Neutral,PNC Park,Pitcher Friendly,Neutral,Neutral,Unknown,5,72,84.8,LOW,"HR model score 84.8/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 2. Opposing pitcher HR/9 1.12. Park factor Pitcher Friendly at PNC Park. Weather Neutral."
2026-04-27,St. Louis Cardinals @ Pittsburgh Pirates,Oneil Cruz,Pittsburgh Pirates,CF,665833,Home Runs,0.5,Dustin May,Dustin May,Unknown,3,Projected,11.15,11.15,83.6,12.43,22.0,62.0,54.8,0.259,0.518,51.2,1.12,Neutral,PNC Park,Pitcher Friendly,Neutral,Neutral,Unknown,5,72,84.8,LOW,"HR model score 84.8/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 3. Opposing pitcher HR/9 1.12. Park factor Pitcher Friendly at PNC Park. Weather Neutral."
2026-04-27,Tampa Bay Rays @ Cleveland Guardians,Chase DeLauter,Cleveland Guardians,RF,800050,Home Runs,0.5,Steven Matz,Steven Matz,Unknown,4,Projected,11.15,11.15,83.6,12.43,20.7,62.0,53.1,0.245,0.478,50.0,1.87,Neutral,Progressive Field,Neutral,Neutral,Neutral,Unknown,5,72,84.6,LOW,"HR model score 84.6/100. Power score 92.7 from HR, SLG, ISO and OPS. Projected lineup spot 4. Opposing pitcher HR/9 1.87. Park factor Neutral at Progressive Field. Weather Neutral."
2026-04-27,Los Angeles Angels @ Chicago White Sox,Jorge Soler,Los Angeles Angels,RF,624585,Home Runs,0.5,Anthony Kay,Anthony Kay,Unknown,4,Projected,11.12,11.12,83.5,12.36,19.0,62.0,51.0,0.225,0.461,48.5,1.71,Neutral,Rate Field,Neutral,Neutral,Neutral,Unknown,5,72,84.5,LOW,"HR model score 84.5/100. Power score 87.4 from HR, SLG, ISO and OPS. Projected lineup spot 4. Opposing pitcher HR/9 1.71. Park factor Neutral at Rate Field. Weather Neutral."
2026-04-27,Miami Marlins @ Los Angeles Dodgers,Miguel Rojas,Los Angeles Dodgers,2B,500743,Home Runs,0.5,Chris Paddack,Chris Paddack,Unknown,1,Projected,10.38,10.38,81.2,10.74,17.8,60.3,49.5,0.146,0.512,47.4,1.88,Neutral,UNIQLO Field at Dodger Stadium,Neutral,Neutral,Neutral,Unknown,5,72,83.3,MED,"HR model score 83.3/100. Power score 83.7 from HR, SLG, ISO and OPS. Projected lineup spot 1. Opposing pitcher HR/9 1.88. Park factor Neutral at UNIQLO Field at Dodger Stadium. Weather Neutral."
2026-04-27,Chicago Cubs @ San Diego Padres,Ty France,San Diego Padres,1B,664034,Home Runs,0.5,Matthew Boyd,Matthew Boyd,Unknown,3,Projected,10.42,10.42,81.3,10.82,22.0,62.0,54.8,0.294,0.559,51.2,0.64,Neutral,Petco Park,Pitcher Friendly,Neutral,Neutral,Unknown,5,72,81.9,MED,"HR model score 81.9/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 3. Opposing pitcher HR/9 0.64. Park factor Pitcher Friendly at Petco Park. Weather Neutral."
2026-04-27,St. Louis Cardinals @ Pittsburgh Pirates,Jordan Walker,St. Louis Cardinals,RF,691023,Home Runs,0.5,Mason Montgomery,Mason Montgomery,Unknown,2,Projected,10.42,10.42,81.3,10.82,22.0,62.0,54.8,0.283,0.566,51.2,0.81,Neutral,PNC Park,Pitcher Friendly,Neutral,Neutral,Unknown,5,72,81.9,MED,"HR model score 81.9/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 2. Opposing pitcher HR/9 0.81. Park factor Pitcher Friendly at PNC Park. Weather Neutral."
2026-04-27,Chicago Cubs @ San Diego Padres,Luis Campusano,San Diego Padres,C,669134,Home Runs,0.5,Matthew Boyd,Matthew Boyd,Unknown,2,Projected,10.42,10.42,81.3,10.82,22.0,62.0,54.8,0.4,0.75,51.2,0.64,Neutral,Petco Park,Pitcher Friendly,Neutral,Neutral,Unknown,5,72,81.9,MED,"HR model score 81.9/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 2. Opposing pitcher HR/9 0.64. Park factor Pitcher Friendly at Petco Park. Weather Neutral."
2026-04-27,Seattle Mariners @ Minnesota Twins,Tristan Gray,Minnesota Twins,3B,656484,Home Runs,0.5,Luis Castillo,Luis Castillo,Unknown,2,Projected,10.42,10.42,81.3,10.82,19.4,62.0,51.5,0.222,0.489,48.8,0.78,Neutral,Target Field,Neutral,Neutral,Neutral,Unknown,5,72,81.8,MED,"HR model score 81.8/100. Power score 88.7 from HR, SLG, ISO and OPS. Projected lineup spot 2. Opposing pitcher HR/9 0.78. Park factor Neutral at Target Field. Weather Neutral."
2026-04-27,Tampa Bay Rays @ Cleveland Guardians,José Ramírez,Cleveland Guardians,3B,608070,Home Runs,0.5,Steven Matz,Steven Matz,Unknown,5,Projected,10.38,10.38,81.2,10.74,19.4,62.0,51.4,0.228,0.457,48.8,1.87,Neutral,Progressive Field,Neutral,Neutral,Neutral,Unknown,5,72,81.8,MED,"HR model score 81.8/100. Power score 88.6 from HR, SLG, ISO and OPS. Projected lineup spot 5. Opposing pitcher HR/9 1.87. Park factor Neutral at Progressive Field. Weather Neutral."
2026-04-27,Los Angeles Angels @ Chicago White Sox,Adam Frazier,Los Angeles Angels,2B,624428,Home Runs,0.5,Anthony Kay,Anthony Kay,Unknown,1,Projected,9.84,9.84,79.5,9.55,17.0,58.3,48.5,0.186,0.465,46.7,1.71,Neutral,Rate Field,Neutral,Neutral,Neutral,Unknown,5,72,81.4,MED,"HR model score 81.4/100. Power score 81.2 from HR, SLG, ISO and OPS. Projected lineup spot 1. Opposing pitcher HR/9 1.71. Park factor Neutral at Rate Field. Weather Neutral."
2026-04-27,St. Louis Cardinals @ Pittsburgh Pirates,Nathan Church,St. Louis Cardinals,LF,701675,Home Runs,0.5,Mason Montgomery,Mason Montgomery,Unknown,3,Projected,10.29,10.29,80.9,10.54,21.6,62.0,54.3,0.238,0.507,50.8,0.81,Neutral,PNC Park,Pitcher Friendly,Neutral,Neutral,Unknown,5,72,81.4,MED,"HR model score 81.4/100. Power score 95.7 from HR, SLG, ISO and OPS. Projected lineup spot 3. Opposing pitcher HR/9 0.81. Park factor Pitcher Friendly at PNC Park. Weather Neutral."
2026-04-27,Los Angeles Angels @ Chicago White Sox,Zach Neto,Los Angeles Angels,SS,687263,Home Runs,0.5,Anthony Kay,Anthony Kay,Unknown,5,Projected,10.1,10.1,80.3,10.12,17.3,59.1,48.9,0.201,0.447,47.0,1.71,Neutral,Rate Field,Neutral,Neutral,Neutral,Unknown,5,72,81.1,MED,"HR model score 81.1/100. Power score 82.2 from HR, SLG, ISO and OPS. Projected lineup spot 5. Opposing pitcher HR/9 1.71. Park factor Neutral at Rate Field. Weather Neutral."
2026-04-27,St. Louis Cardinals @ Pittsburgh Pirates,Ryan O'Hearn,Pittsburgh Pirates,1B,656811,Home Runs,0.5,Dustin May,Dustin May,Unknown,4,Projected,10.06,10.06,80.2,10.03,18.6,62.0,50.5,0.174,0.489,48.2,1.12,Neutral,PNC Park,Pitcher Friendly,Neutral,Neutral,Unknown,5,72,80.9,MED,"HR model score 80.9/100. Power score 86.3 from HR, SLG, ISO and OPS. Projected lineup spot 4. Opposing pitcher HR/9 1.12. Park factor Pitcher Friendly at PNC Park. Weather Neutral."
2026-04-27,Seattle Mariners @ Minnesota Twins,Ryan Jeffers,Minnesota Twins,C,680777,Home Runs,0.5,Luis Castillo,Luis Castillo,Unknown,3,Projected,9.87,9.87,79.6,9.61,18.0,60.8,49.8,0.194,0.463,47.6,0.78,Neutral,Target Field,Neutral,Neutral,Neutral,Unknown,5,72,80.1,MED,"HR model score 80.1/100. Power score 84.4 from HR, SLG, ISO and OPS. Projected lineup spot 3. Opposing pitcher HR/9 0.78. Park factor Neutral at Target Field. Weather Neutral."
2026-04-27,Los Angeles Angels @ Chicago White Sox,Munetaka Murakami,Chicago White Sox,1B,808959,Home Runs,0.5,Jack Kochanowicz,Jack Kochanowicz,Unknown,3,Projected,9.9,9.9,79.7,9.68,22.0,62.0,54.8,0.334,0.566,51.2,0.31,Neutral,Rate Field,Neutral,Neutral,Neutral,Unknown,5,72,79.7,MED,"HR model score 79.7/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 3. Opposing pitcher HR/9 0.31. Park factor Neutral at Rate Field. Weather Neutral."
2026-04-27,Los Angeles Angels @ Chicago White Sox,Colson Montgomery,Chicago White Sox,SS,695657,Home Runs,0.5,Jack Kochanowicz,Jack Kochanowicz,Unknown,2,Projected,9.9,9.9,79.7,9.68,22.0,62.0,54.8,0.266,0.49,51.2,0.31,Neutral,Rate Field,Neutral,Neutral,Neutral,Unknown,5,72,79.7,MED,"HR model score 79.7/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 2. Opposing pitcher HR/9 0.31. Park factor Neutral at Rate Field. Weather Neutral."
2026-04-27,Miami Marlins @ Los Angeles Dodgers,Liam Hicks,Miami Marlins,C,689414,Home Runs,0.5,Yoshinobu Yamamoto,Yoshinobu Yamamoto,Unknown,2,Projected,9.71,9.71,79.1,9.26,21.6,62.0,54.3,0.209,0.523,50.8,0.84,Neutral,UNIQLO Field at Dodger Stadium,Neutral,Neutral,Neutral,Unknown,5,72,78.9,MED,"HR model score 78.9/100. Power score 95.8 from HR, SLG, ISO and OPS. Projected lineup spot 2. Opposing pitcher HR/9 0.84. Park factor Neutral at UNIQLO Field at Dodger Stadium. Weather Neutral."
2026-04-27,Miami Marlins @ Los Angeles Dodgers,Freddie Freeman,Los Angeles Dodgers,1B,518692,Home Runs,0.5,Chris Paddack,Chris Paddack,Unknown,6,Projected,9.3,9.3,77.8,8.36,14.9,53.2,45.8,0.173,0.442,44.9,1.88,Neutral,UNIQLO Field at Dodger Stadium,Neutral,Neutral,Neutral,Unknown,5,72,78.9,MED,"HR model score 78.9/100. Power score 74.6 from HR, SLG, ISO and OPS. Projected lineup spot 6. Opposing pitcher HR/9 1.88. Park factor Neutral at UNIQLO Field at Dodger Stadium. Weather Neutral."
2026-04-27,Seattle Mariners @ Minnesota Twins,Luke Raley,Seattle Mariners,RF,670042,Home Runs,0.5,Connor Prielipp,Connor Prielipp,Unknown,3,Projected,9.65,9.65,78.9,9.13,22.0,62.0,54.8,0.269,0.538,51.2,0.0,Neutral,Target Field,Neutral,Neutral,Neutral,Unknown,5,72,78.7,MED,"HR model score 78.7/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 3. Opposing pitcher HR/9 0.0. Park factor Neutral at Target Field. Weather Neutral."
2026-04-27,Seattle Mariners @ Minnesota Twins,Dominic Canzone,Seattle Mariners,RF,686527,Home Runs,0.5,Connor Prielipp,Connor Prielipp,Unknown,2,Projected,9.65,9.65,78.9,9.13,22.0,62.0,54.8,0.246,0.525,51.2,0.0,Neutral,Target Field,Neutral,Neutral,Neutral,Unknown,5,72,78.7,MED,"HR model score 78.7/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 2. Opposing pitcher HR/9 0.0. Park factor Neutral at Target Field. Weather Neutral."
2026-04-27,Seattle Mariners @ Minnesota Twins,Will Wilson,Seattle Mariners,3B,669717,Home Runs,0.5,Connor Prielipp,Connor Prielipp,Unknown,4,Projected,9.65,9.65,78.9,9.13,22.0,62.0,54.8,1.5,2.0,51.2,0.0,Neutral,Target Field,Neutral,Neutral,Neutral,Unknown,5,72,78.7,MED,"HR model score 78.7/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 4. Opposing pitcher HR/9 0.0. Park factor Neutral at Target Field. Weather Neutral."
2026-04-27,Seattle Mariners @ Minnesota Twins,Brooks Lee,Minnesota Twins,3B,686797,Home Runs,0.5,Luis Castillo,Luis Castillo,Unknown,4,Projected,9.58,9.58,78.7,8.98,16.4,57.0,47.8,0.195,0.448,46.3,0.78,Neutral,Target Field,Neutral,Neutral,Neutral,Unknown,5,72,78.6,MED,"HR model score 78.6/100. Power score 79.5 from HR, SLG, ISO and OPS. Projected lineup spot 4. Opposing pitcher HR/9 0.78. Park factor Neutral at Target Field. Weather Neutral."
2026-04-27,New York Yankees @ Texas Rangers,Paul Goldschmidt,New York Yankees,1B,502671,Home Runs,0.5,Jack Leiter,Jack Leiter,Unknown,5,Projected,9.3,9.3,77.8,8.36,17.2,58.7,48.7,0.25,0.429,46.9,1.08,Neutral,Globe Life Field,Slight Boost,Roof/Controlled,Roof/Controlled,Controlled,0,72,78.4,MED,"HR model score 78.4/100. Power score 81.7 from HR, SLG, ISO and OPS. Projected lineup spot 5. Opposing pitcher HR/9 1.08. Park factor Slight Boost at Globe Life Field. Weather Roof/Controlled."
2026-04-27,New York Yankees @ Texas Rangers,Josh Jung,Texas Rangers,3B,673962,Home Runs,0.5,Max Fried,Max Fried,Unknown,2,Projected,9.52,9.52,78.5,8.84,22.0,62.0,54.8,0.252,0.56,51.2,0.22,Neutral,Globe Life Field,Slight Boost,Roof/Controlled,Roof/Controlled,Controlled,0,72,78.1,MED,"HR model score 78.1/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 2. Opposing pitcher HR/9 0.22. Park factor Slight Boost at Globe Life Field. Weather Roof/Controlled."
2026-04-27,Los Angeles Angels @ Chicago White Sox,Everson Pereira,Chicago White Sox,CF,677592,Home Runs,0.5,Jack Kochanowicz,Jack Kochanowicz,Unknown,4,Projected,9.49,9.49,78.4,8.78,20.5,62.0,52.9,0.224,0.5,49.8,0.31,Neutral,Rate Field,Neutral,Neutral,Neutral,Unknown,5,72,78.0,MED,"HR model score 78.0/100. Power score 92.3 from HR, SLG, ISO and OPS. Projected lineup spot 4. Opposing pitcher HR/9 0.31. Park factor Neutral at Rate Field. Weather Neutral."
2026-04-27,Seattle Mariners @ Minnesota Twins,Byron Buxton,Minnesota Twins,CF,621439,Home Runs,0.5,Luis Castillo,Luis Castillo,Unknown,1,Projected,9.26,9.26,77.7,8.27,15.3,54.2,46.3,0.2,0.429,45.2,0.78,Neutral,Target Field,Neutral,Neutral,Neutral,Unknown,5,72,77.3,MED,"HR model score 77.3/100. Power score 75.8 from HR, SLG, ISO and OPS. Projected lineup spot 1. Opposing pitcher HR/9 0.78. Park factor Neutral at Target Field. Weather Neutral."
2026-04-27,Tampa Bay Rays @ Cleveland Guardians,Junior Caminero,Tampa Bay Rays,3B,691406,Home Runs,0.5,Parker Messick,Parker Messick,Unknown,2,Projected,9.26,9.26,77.7,8.27,22.0,62.0,54.8,0.25,0.509,51.2,0.3,Neutral,Progressive Field,Neutral,Neutral,Neutral,Unknown,5,72,77.2,MED,"HR model score 77.2/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 2. Opposing pitcher HR/9 0.3. Park factor Neutral at Progressive Field. Weather Neutral."
2026-04-27,Chicago Cubs @ San Diego Padres,Seiya Suzuki,Chicago Cubs,RF,673548,Home Runs,0.5,Randy Vásquez,Randy Vásquez,Unknown,3,Projected,9.17,9.17,77.4,8.07,22.0,62.0,54.8,0.22,0.525,51.2,0.32,Neutral,Petco Park,Pitcher Friendly,Neutral,Neutral,Unknown,5,72,77.0,MED,"HR model score 77.0/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 3. Opposing pitcher HR/9 0.32. Park factor Pitcher Friendly at Petco Park. Weather Neutral."
2026-04-27,Chicago Cubs @ San Diego Padres,Moisés Ballesteros,Chicago Cubs,C,694208,Home Runs,0.5,Randy Vásquez,Randy Vásquez,Unknown,2,Projected,9.17,9.17,77.4,8.07,22.0,62.0,54.8,0.293,0.69,51.2,0.32,Neutral,Petco Park,Pitcher Friendly,Neutral,Neutral,Unknown,5,72,77.0,MED,"HR model score 77.0/100. Power score 97 from HR, SLG, ISO and OPS. Projected lineup spot 2. Opposing pitcher HR/9 0.32. Park factor Pitcher Friendly at Petco Park. Weather Neutral."
2026-04-27,Chicago Cubs @ San Diego Padres,Ramón Laureano,San Diego Padres,RF,657656,Home Runs,0.5,Matthew Boyd,Matthew Boyd,Unknown,4,Projected,8.94,8.94,76.7,7.57,17.3,59.1,48.9,0.204,0.459,47.0,0.64,Neutral,Petco Park,Pitcher Friendly,Neutral,Neutral,Unknown,5,72,76.5,MED,"HR model score 76.5/100. Power score 82.2 from HR, SLG, ISO and OPS. Projected lineup spot 4. Opposing pitcher HR/9 0.64. Park factor Pitcher Friendly at Petco Park. Weather Neutral."
2026-04-27,Chicago Cubs @ San Diego Padres,Ian Happ,Chicago Cubs,LF,664023,Home Runs,0.5,Randy Vásquez,Randy Vásquez,Unknown,4,Projected,9.04,9.04,77.0,7.79,21.5,62.0,54.2,0.245,0.48,50.7,0.32,Neutral,Petco Park,Pitcher Friendly,Neutral,Neutral,Unknown,5,72,76.4,MED,"HR model score 76.4/100. Power score 95.4 from HR, SLG, ISO and OPS. Projected lineup spot 4. Opposing pitcher HR/9 0.32. Park factor Pitcher Friendly at Petco Park. Weather Neutral."
2026-04-27,Boston Red Sox @ Toronto Blue Jays,Jesús Sánchez,Toronto Blue Jays,RF,660821,Home Runs,0.5,Ranger Suarez,Ranger Suarez,Unknown,2,Projected,9.01,9.01,76.9,7.72,16.4,56.9,47.7,0.19,0.456,46.2,1.0,Neutral,Rogers Centre,Neutral,Roof/Controlled,Roof/Controlled,Controlled,0,72,76.2,MED,"HR model score 76.2/100. Power score 79.4 from HR, SLG, ISO and OPS. Projected lineup spot 2. Opposing pitcher HR/9 1.0. Park factor Neutral at Rogers Centre. Weather Roof/Controlled."
2026-04-27,Miami Marlins @ Los Angeles Dodgers,Teoscar Hernández,Los Angeles Dodgers,RF,606192,Home Runs,0.5,Chris Paddack,Chris Paddack,Unknown,7,Projected,8.72,8.72,76.0,7.08,13.1,48.8,43.6,0.174,0.413,43.3,1.88,Neutral,UNIQLO Field at Dodger Stadium,Neutral,Neutral,Neutral,Unknown,5,72,75.9,MED,"HR model score 75.9/100. Power score 69.0 from HR, SLG, ISO and OPS. Projected lineup spot 7. Opposing pitcher HR/9 1.88. Park factor Neutral at UNIQLO Field at Dodger Stadium. Weather Neutral."
2026-04-27,Los Angeles Angels @ Chicago White Sox,Vaughn Grissom,Los Angeles Angels,2B,687093,Home Runs,0.5,Anthony Kay,Anthony Kay,Unknown,6,Projected,7.92,7.92,73.5,5.32,13.9,50.9,44.6,0.107,0.464,44.1,1.71,Neutral,Rate Field,Neutral,Neutral,Neutral,Unknown,5,72,75.8,MED,"HR model score 75.8/100. Power score 71.6 from HR, SLG, ISO and OPS. Projected lineup spot 6. Opposing pitcher HR/9 1.71. Park factor Neutral at Rate Field. Weather Neutral."
2026-04-27,Boston Red Sox @ Toronto Blue Jays,Andrés Giménez,Toronto Blue Jays,2B,665926,Home Runs,0.5,Ranger Suarez,Ranger Suarez,Unknown,3,Projected,8.62,8.62,75.7,6.86,16.3,56.8,47.7,0.181,0.468,46.2,1.0,Neutral,Rogers Centre,Neutral,Roof/Controlled,Roof/Controlled,Controlled,0,72,75.6,MED,"HR model score 75.6/100. Power score 79.2 from HR, SLG, ISO and OPS. Projected lineup spot 3. Opposing pitcher HR/9 1.0. Park factor Neutral at Rogers Centre. Weather Roof/Controlled."
2026-04-27,New York Yankees @ Texas Rangers,Giancarlo Stanton,New York Yankees,DH,519317,Home Runs,0.5,Jack Leiter,Jack Leiter,Unknown,1,Projected,8.59,8.59,75.6,6.8,13.0,48.7,43.5,0.166,0.422,43.3,1.08,Neutral,Globe Life Field,Slight Boost,Roof/Controlled,Roof/Controlled,Controlled,0,72,75.4,MED,"HR model score 75.4/100. Power score 68.8 from HR, SLG, ISO and OPS. Projected lineup spot 1. Opposing pitcher HR/9 1.08. Park factor Slight Boost at Globe Life Field. Weather Roof/Controlled."
2026-04-27,Seattle Mariners @ Minnesota Twins,Austin Martin,Minnesota Twins,CF,668885,Home Runs,0.5,Luis Castillo,Luis Castillo,Unknown,5,Projected,7.95,7.95,73.6,5.39,15.3,54.3,46.4,0.128,0.455,45.3,0.78,Neutral,Target Field,Neutral,Neutral,Neutral,Unknown,5,72,74.8,MED,"HR model score 74.8/100. Power score 76.0 from HR, SLG, ISO and OPS. Projected lineup spot 5. Opposing pitcher HR/9 0.78. Park factor Neutral at Target Field. Weather Neutral."
2026-04-27,Boston Red Sox @ Toronto Blue Jays,Willson Contreras,Boston Red Sox,1B,575929,Home Runs,0.5,Dylan Cease,Dylan Cease,Unknown,2,Projected,8.62,8.62,75.7,6.86,19.0,62.0,51.0,0.21,0.463,48.5,0.0,Neutral,Rogers Centre,Neutral,Roof/Controlled,Roof/Controlled,Controlled,0,72,74.7,MED,"HR model score 74.7/100. Power score 87.6 from HR, SLG, ISO and OPS. Projected lineup spot 2. Opposing pitcher HR/9 0.0. Park factor Neutral at Rogers Centre. Weather Roof/Controlled."
